template_id,file_path,branch,domain,area,difficulty,surface_model_heldout,blind_guess_floor,n_steps,n_milestone_candidates,has_instance_branching,answer_type,unit_system,values_bound,instrumentation_class,est_effort,n_inline_computed,pct_step_values_recoverable,pct_answer_values_recoverable,notes,regen_provenance,regen_inline_lenient,regen_milestone_proxy,regen_branching_base,regen_branch_evidence,regen_class_restated,regen_class_limb
template_two_state_steady_state,data/templates/branches/industrial_engineering/stochastic_operations/markov_chains.py,industrial_engineering,industrial,stochastic_operations,Easy,,,3,5,no,vector,dimensionless,yes,C,low,2,100,100,"Answer is one component of a 2-vector (pi2 also emitted). Bare 4dp probability, no unit string.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,5,yes,prose-only,C,C:answer_type
template_two_step_transition_probability,data/templates/branches/industrial_engineering/stochastic_operations/markov_chains.py,industrial_engineering,industrial,stochastic_operations,Intermediate,,,4,7,no,scalar,dimensionless,yes,A,medium,0,100,100,"Emits a full 3-element row of P^2. The Step-4 ""row sums to 1"" check is a genuine consistency milestone.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,7,yes,prose-only,B,B:instance-branching
template_poisson_event_count,data/templates/branches/industrial_engineering/stochastic_operations/poisson_processes.py,industrial_engineering,industrial,stochastic_operations,Easy,,,3,4,no,scalar,dimensionless,yes,A,low,0,100,100,212 combos precomputed at import with a displayed-chain/full-precision agreement filter.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,4,yes,prose-only,B,B:instance-branching
template_mm1_time_in_system,data/templates/branches/industrial_engineering/stochastic_operations/queueing_systems.py,industrial_engineering,industrial,stochastic_operations,Easy,,,4,5,no,scalar,SI,yes,A,low,0,100,100,Every value round()-bound. Narrow answer space: only 24 distinct answers in 200 seeds (not disclosed in the docstring).,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,6,no,,A,A:residual
template_mm1k_finite_capacity,data/templates/branches/industrial_engineering/stochastic_operations/queueing_systems.py,industrial_engineering,industrial,stochastic_operations,Advanced,,,8,11,no,scalar,SI,yes,B,high,0,100,100,Two SUMMATION steps built as joined strings of K+1 terms - the formula has instance-dependent arity. Deliberately admits rho>=1.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,12,yes,prose-only,B,B:instance-branching
template_mmc_waiting_time,data/templates/branches/industrial_engineering/stochastic_operations/queueing_systems.py,industrial_engineering,industrial,stochastic_operations,Intermediate,,,6,8,yes,scalar,SI,yes,B,medium,0,100,100,The FORMULA STRING itself is instance-dependent: c==2 selects a 2-term vs 3-term Erlang-B expansion. Step count fixed; only the strings branch.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,9,yes,prose-only,B,B:instance-branching
template_server_configuration_selection,data/templates/branches/industrial_engineering/stochastic_operations/queueing_systems.py,industrial_engineering,industrial,stochastic_operations,Intermediate,,,5,7,yes,multipart,SI,partial,C,high,2,100,100,Answer is a scalar SELECTED BY a classification (which staffing option wins). 1845-triple combo set with a 10% decisiveness gate.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",2,7,yes,prose-only,C,C:answer_type
template_exponential_mttf_topology,data/templates/branches/industrial_engineering/stochastic_operations/system_reliability.py,industrial_engineering,industrial,stochastic_operations,Intermediate,,,3/4,3,yes,scalar,SI,yes,B,medium,0,100,100,series/parallel changes the formula family AND the given-data style (rates vs mean life); step count 3 vs 4.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,3,yes,step-count,B,B:instance-branching
template_system_reliability_topology,data/templates/branches/industrial_engineering/stochastic_operations/system_reliability.py,industrial_engineering,industrial,stochastic_operations,Easy,,,3,3,yes,scalar,dimensionless,yes,B,medium,0,100,100,3 disjoint question+solution bodies (series/parallel/mixed) with 2/4/5 milestones. Full Decimal chain.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,4,yes,prose-only,B,B:instance-branching
template_fluid_particle_acceleration,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_kinematics.py,mechanical_engineering,mechanical,fluid_mechanics,Easy,,,3,17,no,vector,SI,yes,C,medium,4,100,100,"ax, ay and |a|. 4 inline {2*B} are symbolic coefficients inside printed derivative expressions, not step results. local_ax/local_ay alias du_dt/dv_dt (duplicate milestones).","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",4,21,no,,C,C:answer_type
template_incompressible_continuity,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_kinematics.py,mechanical_engineering,mechanical,fluid_mechanics,Advanced,,,5,5,yes,symbolic,dimensionless,yes,D,high,0,88,95,NO NUMBERS AT ALL - outputs polynomial strings from local helpers fmt_term()/build_poly(). Needs a CAS equivalence test including the discarded arbitrary function f(x).,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,10,yes,prose-only,D,D:inherited-judgement
template_particle_pathline,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_kinematics.py,mechanical_engineering,mechanical,fluid_mechanics,Advanced,,,6,19,no,vector,SI,yes,C,medium,0,100,100,5 of 6 steps are narrative ODE derivation with zero computed quantities; only Step 6 produces numbers. Answer is a coordinate pair.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,23,no,,C,C:answer_type
template_volumetric_flow_rate,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_kinematics.py,mechanical_engineering,mechanical,fluid_mechanics,Intermediate,,,5,11,yes,multipart,SI,partial,C,high,1,92,91,"pipe vs channel changes the dA definition and the profile; both coincidentally give Q=0.5*U_max*A, so the answer formula matches while the derivation does not.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,16,yes,line-count,C,C:answer_type
template_vorticity_check,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_kinematics.py,mechanical_engineering,mechanical,fluid_mechanics,Intermediate,,,5,10,yes,vector,SI,yes,C,high,17,95,90,2D vs 3D redefines the entire velocity field and the milestone count (3 vs 6). Classification (rotational/irrotational) gated on abs(zeta)<1e-9.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",17,14,yes,line-count,C,C:answer_type
template_basic_buoyant_force,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_statics.py,mechanical_engineering,mechanical,fluid_mechanics,Easy,,,3,3,no,scalar,SI,yes,A,low,2,100,100,"Step 1 narrative; Step 3 is a unit conversion labelled ""(Optional)"".","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,5,yes,prose-only,B,B:instance-branching
template_floating_object_submersion_depth,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_statics.py,mechanical_engineering,mechanical,fluid_mechanics,Intermediate,,,4,2,yes,scalar,SI,yes,B,medium,3,100,100,"Sampled length/width/radius are printed as givens but never used (dead inputs). Hardcoded fallback injects ""Pine Wood"" 500 kg/m3, which is not a MATERIAL_DENSITIES entry.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,3,yes,line-count,B,B:instance-branching
template_hydrostatic_force_on_plane,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_statics.py,mechanical_engineering,mechanical,fluid_mechanics,Advanced,,,4,11,yes,multipart,SI,yes,C,high,1,100,100,rectangle/circle swaps A and I_xc; the 90deg branch sets y_top=h_top directly while the printed line still narrates y_top=h_top/sin(theta) - stated formula and executed formula differ.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,11,yes,prose-only,C,C:answer_type
template_hydrostatic_pressure_at_depth,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_statics.py,mechanical_engineering,mechanical,fluid_mechanics,Easy,,,4,8,yes,scalar,SI,yes,B,medium,2,100,100,"The gauge branch hides its extra computation inside a prebuilt narrative variable rather than a new Step, so step count stays 4 while a milestone appears. Imports ATMOSPHERIC_PRESSURE_KPA but re-hardcodes 101.325.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,9,yes,line-count,B,B:instance-branching
template_utube_manometer,data/templates/branches/mechanical_engineering/fluid_mechanics/fluid_statics.py,mechanical_engineering,mechanical,fluid_mechanics,Intermediate,,,6,6,no,scalar,SI,yes,A,medium,3,98,100,Unbounded `while True` rejection loop. Steps 1-3 narrative with no computed quantity.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,7,yes,prose-only,B,B:instance-branching
template_axial_deformation,data/templates/branches/mechanical_engineering/mechanics_of_materials/stress_and_strain.py,mechanical_engineering,mechanical,mechanics_of_materials,Easy,,,2,9,yes,scalar,dual,no,B,high,14,100,100,"solve_for_load INVERTS the governing equation, flipping the given/unknown roles and the answer dimension; combined with use_si_units that is 4 structurally different traces from one function. 12 inline, 3 unbound quantities in a single delta= line.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",12,8,yes,line-count,B,B:instance-branching
template_basic_stress_strain,data/templates/branches/mechanical_engineering/mechanics_of_materials/stress_and_strain.py,mechanical_engineering,mechanical,mechanics_of_materials,Easy,,,3,9,yes,multipart,dual,partial,C,high,5,100,100,"Dual units carried BOTH ways: bound var stress_unit for the Answer, inline conditional {""mm^2"" if use_si_units else ""in^2""} in Step 1. 4 inline. Three rounding conventions in one trace.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",4,10,yes,prose-only,C,C:answer_type
template_multi_segment_rod,data/templates/branches/mechanical_engineering/mechanics_of_materials/stress_and_strain.py,mechanical_engineering,mechanical,mechanics_of_materials,Intermediate,,,3,20,yes,scalar,dual,partial,B,high,23,100,100,"num_segments in {2,3}: step count fixed at 3 while the milestone count changes, because per-segment quantities live in a Python for loop, not in numbered steps. 12-18 inline per instance.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",23,21,yes,line-count,B,B:instance-branching
template_poissons_ratio,data/templates/branches/mechanical_engineering/mechanics_of_materials/stress_and_strain.py,mechanical_engineering,mechanical,mechanics_of_materials,Intermediate,,,4,8,yes,multipart,dual,partial,C,high,3,100,100,9 inline VALUE selectors bind one printed symbol to two different Python variables by unit branch. Load back-solved from a hidden target_strain. SIGN LEAK: question states abs(load) with the sign in prose while the trace prints a negative value (76/300 SI instances).,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",3,11,yes,line-count,C,C:answer_type
template_statically_indeterminate,data/templates/branches/mechanical_engineering/mechanics_of_materials/stress_and_strain.py,mechanical_engineering,mechanical,mechanics_of_materials,Advanced,,,4,16,yes,multipart,dual,partial,C,high,4,82,100,"THE multipart case: a) R_A and R_C, b) sigma_AB and sigma_BC - four numbers under two labels. Symbol sigma_AB carries DIFFERENT UNITS per branch (kN/mm^2 vs ksi) and stress_AB_MPa exists only in the SI branch. Answer applies abs() to sigma_BC while Step 4 prints it signed.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",4,20,yes,prose-only,C,C:answer_type
template_angle_of_twist,data/templates/branches/mechanical_engineering/mechanics_of_materials/torsion.py,mechanical_engineering,mechanical,mechanics_of_materials,Easy,,,5,10,no,scalar,SI,partial,A,low,3,88,100,1 inline. Three rounding conventions.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",1,10,yes,prose-only,B,B:instance-branching
template_composite_shafts_series,data/templates/branches/mechanical_engineering/mechanics_of_materials/torsion.py,mechanical_engineering,mechanical,mechanics_of_materials,Intermediate,,,4,12,no,scalar,SI,yes,A,medium,4,93,100,"INTERNALLY INCONSISTENT ROUNDING: segment angles at 5dp but the total at 4dp, so the printed phi_AB + phi_BC does not equal the printed phi_total.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,14,yes,prose-only,B,B:instance-branching
template_shaft_design_power,data/templates/branches/mechanical_engineering/mechanics_of_materials/torsion.py,mechanical_engineering,mechanical,mechanics_of_materials,Intermediate,,,4,15,yes,scalar,SI,yes,B,medium,0,100,100,use_rpm adds a derived milestone and an extra Step-1 line; the Hz branch computes frequency_rpm and never prints it. Inverse design problem (cube root).,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,15,yes,prose-only,B,B:instance-branching
template_shear_stress_torsion,data/templates/branches/mechanical_engineering/mechanics_of_materials/torsion.py,mechanical_engineering,mechanical,mechanics_of_materials,Easy,,,4,12,yes,scalar,SI,partial,B,medium,3,90,100,solid/hollow swaps the J formula and adds a milestone; c_inner defined only inside the hollow branch.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",2,11,yes,line-count,B,B:instance-branching
template_statically_indeterminate_shaft,data/templates/branches/mechanical_engineering/mechanics_of_materials/torsion.py,mechanical_engineering,mechanical,mechanics_of_materials,Advanced,,,3,8,no,multipart,SI,partial,C,medium,1,100,100,"diameter, material_name and shear_modulus are sampled, stated in the question and never used - they cancel. A depends_on graph leaves three declared inputs with no consumer.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,8,yes,prose-only,C,C:answer_type
template_rotating_unbalance,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/harmonically_excited_vibrations.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Intermediate,,,5,19,no,scalar,SI,yes,D,high,0,100,100,"THE back-solving case: samples a frequency ratio, derives RPM, states it ROUNDED, then computes everything from the unrounded omega. The printed Step-1 line is arithmetically false; recomputing from the stated question disagrees with the answer by up to 7.77%.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,16,no,,D,D:inherited-judgement
template_system_properties,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/harmonically_excited_vibrations.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Easy,,,4,9,no,multipart,SI,yes,C,medium,1,98,100,"The c stated in the question is rounded, so zeta recomputed from the stated inputs differs from the printed zeta by up to 4.5e-6. The ""critically damped"" prose branch is effectively unreachable.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,10,yes,prose-only,C,C:answer_type
template_vibration_isolator_design,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/harmonically_excited_vibrations.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Advanced,,,6,15,no,scalar,SI,yes,D,high,0,100,100,"Quadratic root SELECTION (max of two roots, justified by physics) cannot be expressed as formula+depends_on. Step 4 HARDCODES the verdict (""Yes, ... > 1.414 ... met"") without testing. Answer prints {:,.0f} - thousands separators break the evaluator parser (see report S8). Two error returns emit no Steps and no Answer.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,17,no,,D,D:inherited-judgement
template_vibration_transmissibility,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/harmonically_excited_vibrations.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Intermediate,,,4,15,no,multipart,SI,yes,D,high,0,100,100,"Same back-solving construction as rotating_unbalance, 0.87% worst-case TR error. TR printed at 4dp in Step 3 and 3dp in the Answer.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,12,no,,D,D:inherited-judgement
template_damping_classification,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/single_degree_of_freedom_systems.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Intermediate,,,3/4,9,yes,classification,SI,yes,D,high,0,100,100,"Step count varies (3 or 4); omega_n/omega_d are conditionally defined. The classification is NOT recomputable from the stated question: zeta recomputed from the rounded c = 1.000000854527, which exact arithmetic calls Overdamped while the gold says Critically Damped - 175/500 seeds.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,6,yes,step-count,D,D:inherited-judgement
template_equivalent_stiffness_frequency,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/single_degree_of_freedom_systems.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Advanced,,,2,5,yes,multipart,SI,yes,B,medium,1,100,100,series/parallel changes the governing equation completely; calculation_str is a prebuilt string of different shape per branch. Fewest steps (2) of any Advanced template.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,6,yes,prose-only,C,C:answer_type
template_logarithmic_decrement,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/single_degree_of_freedom_systems.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Intermediate,,,2,9,no,multipart,dimensionless,partial,B,medium,3,91,100,"1 inline: the amplitude ratio is a reported intermediate never bound. Back-solved from a hidden zeta_actual, so the recovered zeta deliberately differs.","REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",3,9,no,,C,C:answer_type
template_undamped_natural_frequency_torsional,data/templates/branches/mechanical_engineering/vibrations_and_acoustics/single_degree_of_freedom_systems.py,mechanical_engineering,mechanical,vibrations_and_acoustics,Easy,,,3,8,no,multipart,SI,yes,A,low,0,95,100,Structurally identical to the translational template with symbols renamed.,"REGENERATED=n_inline_computed,n_steps,pct_step,pct_answer;MEASURED-BUT-NOT-SUBSTITUTED=regen_milestone_proxy(scale +27% vs audit),regen_branching_base(over-reports; see regen_branch_evidence),regen_class_restated;INHERITED-NOT-REMEASURED=difficulty,est_effort,notes,answer_type,unit_system,values_bound,has_instance_branching,n_milestone_candidates,instrumentation_class",0,12,no,,C,C:answer_type
